"activity"	"subject"	"mean(value)"
"WALKING_UPSTAIRS"	"44-tGravityAcc-std()-X"	-0.948191332253886
"WALKING_UPSTAIRS"	"45-tGravityAcc-std()-Y"	-0.925549271962435
"WALKING_UPSTAIRS"	"46-tGravityAcc-std()-Z"	-0.901905618180052
"WALKING_UPSTAIRS"	"84-tBodyAccJerk-std()-X"	-0.360863432417876
"WALKING_UPSTAIRS"	"85-tBodyAccJerk-std()-Y"	-0.339226496686328
"WALKING_UPSTAIRS"	"86-tBodyAccJerk-std()-Z"	-0.627063649764249
"WALKING_UPSTAIRS"	"124-tBodyGyro-std()-X"	-0.46760713827921
"WALKING_UPSTAIRS"	"125-tBodyGyro-std()-Y"	-0.344231806672079
"WALKING_UPSTAIRS"	"126-tBodyGyro-std()-Z"	-0.237136760675842
"WALKING_UPSTAIRS"	"164-tBodyGyroJerk-std()-X"	-0.553132758357837
"WALKING_UPSTAIRS"	"165-tBodyGyroJerk-std()-Y"	-0.667339157124352
"WALKING_UPSTAIRS"	"166-tBodyGyroJerk-std()-Z"	-0.560989210937073
"WALKING_UPSTAIRS"	"202-tBodyAccMag-std()"	-0.249875157023391
"WALKING_UPSTAIRS"	"215-tGravityAccMag-std()"	-0.249875157023391
"WALKING_UPSTAIRS"	"228-tBodyAccJerkMag-std()"	-0.385400351575259
"WALKING_UPSTAIRS"	"241-tBodyGyroMag-std()"	-0.337142124176179
"WALKING_UPSTAIRS"	"254-tBodyGyroJerkMag-std()"	-0.666836734071891
"WALKING_UPSTAIRS"	"269-fBodyAcc-std()-X"	-0.218887990072578
"WALKING_UPSTAIRS"	"270-fBodyAcc-std()-Y"	-0.0218110366534067
"WALKING_UPSTAIRS"	"271-fBodyAcc-std()-Z"	-0.146601790497137
"WALKING_UPSTAIRS"	"348-fBodyAccJerk-std()-X"	-0.388992761276127
"WALKING_UPSTAIRS"	"349-fBodyAccJerk-std()-Y"	-0.357632925658886
"WALKING_UPSTAIRS"	"350-fBodyAccJerk-std()-Z"	-0.661590843134715
"WALKING_UPSTAIRS"	"427-fBodyGyro-std()-X"	-0.49525397668763
"WALKING_UPSTAIRS"	"428-fBodyGyro-std()-Y"	-0.29318182767215
"WALKING_UPSTAIRS"	"429-fBodyGyro-std()-Z"	-0.292041341940868
"WALKING_UPSTAIRS"	"504-fBodyAccMag-std()"	-0.361753456901554
"WALKING_UPSTAIRS"	"517-fBodyBodyAccJerkMag-std()"	-0.434206731972435
"WALKING_UPSTAIRS"	"530-fBodyBodyGyroMag-std()"	-0.381406363802979
"WALKING_UPSTAIRS"	"543-fBodyBodyGyroJerkMag-std()"	-0.703083532121114
